order_id,customer_id,status,amount,items,created_at,updated_at
ORD_000101,CUST_5526,pending,554.97,3,2026-01-03 19:56:00,2026-01-03 19:56:00
ORD_000102,CUST_4954,pending,79.99,1,2026-01-03 11:05:00,2026-01-03 11:05:00
ORD_000103,CUST_1282,pending,684.96,4,2026-01-03 15:28:00,2026-01-03 15:28:00
ORD_000104,CUST_4986,pending,89.99,1,2026-01-03 14:44:00,2026-01-03 14:44:00
ORD_000105,CUST_6419,pending,779.97,3,2026-01-03 13:27:00,2026-01-03 13:27:00
ORD_000106,CUST_4155,pending,214.97,3,2026-01-03 09:46:00,2026-01-03 09:46:00
ORD_000107,CUST_4545,pending,264.97,3,2026-01-03 10:12:00,2026-01-03 10:12:00
ORD_000108,CUST_4180,pending,284.96,4,2026-01-03 09:53:00,2026-01-03 09:53:00
ORD_000109,CUST_5494,pending,1239.97,3,2026-01-03 16:08:00,2026-01-03 16:08:00
ORD_000110,CUST_3068,pending,199.99,1,2026-01-03 16:18:00,2026-01-03 16:18:00
ORD_000111,CUST_1841,pending,1289.96,4,2026-01-03 13:11:00,2026-01-03 13:11:00
ORD_000112,CUST_2213,pending,369.97,3,2026-01-03 14:31:00,2026-01-03 14:31:00
ORD_000113,CUST_5978,pending,149.99,1,2026-01-03 20:36:00,2026-01-03 20:36:00
ORD_000114,CUST_7818,pending,199.99,1,2026-01-03 09:35:00,2026-01-03 09:35:00
ORD_000115,CUST_8025,pending,434.98,2,2026-01-03 15:19:00,2026-01-03 15:19:00
ORD_000116,CUST_4404,pending,1279.97,3,2026-01-03 09:48:00,2026-01-03 09:48:00
ORD_000117,CUST_2229,pending,1089.98,2,2026-01-03 11:11:00,2026-01-03 11:11:00
ORD_000118,CUST_5771,pending,1049.98,2,2026-01-03 17:30:00,2026-01-03 17:30:00
ORD_000119,CUST_8438,pending,89.99,1,2026-01-03 19:18:00,2026-01-03 19:18:00
ORD_000120,CUST_4241,pending,299.99,1,2026-01-03 12:50:00,2026-01-03 12:50:00
ORD_000121,CUST_1977,pending,479.96,4,2026-01-03 10:04:00,2026-01-03 10:04:00
ORD_000122,CUST_5728,pending,114.98,2,2026-01-03 17:58:00,2026-01-03 17:58:00
ORD_000123,CUST_9090,pending,949.96,4,2026-01-03 16:34:00,2026-01-03 16:34:00
