order_id,customer_id,status,amount,items,created_at,updated_at
ORD_000251,CUST_6400,pending,669.96,4,2026-01-06 20:17:00,2026-01-06 20:17:00
ORD_000252,CUST_4871,pending,249.97,3,2026-01-06 13:44:00,2026-01-06 13:44:00
ORD_000253,CUST_3616,pending,299.99,1,2026-01-06 15:19:00,2026-01-06 15:19:00
ORD_000254,CUST_5833,pending,654.96,4,2026-01-06 19:07:00,2026-01-06 19:07:00
ORD_000255,CUST_7121,pending,539.97,3,2026-01-06 10:29:00,2026-01-06 10:29:00
ORD_000256,CUST_5054,pending,389.96,4,2026-01-06 11:48:00,2026-01-06 11:48:00
ORD_000257,CUST_6927,pending,79.99,1,2026-01-06 16:45:00,2026-01-06 16:45:00
ORD_000258,CUST_9972,pending,199.99,1,2026-01-06 09:03:00,2026-01-06 09:03:00
ORD_000259,CUST_9525,pending,229.98,2,2026-01-06 13:54:00,2026-01-06 13:54:00
ORD_000260,CUST_1911,pending,1319.96,4,2026-01-06 16:28:00,2026-01-06 16:28:00
ORD_000261,CUST_6049,pending,359.96,4,2026-01-06 18:51:00,2026-01-06 18:51:00
ORD_000262,CUST_4570,pending,399.99,1,2026-01-06 08:47:00,2026-01-06 08:47:00
ORD_000263,CUST_2044,pending,999.99,1,2026-01-06 13:44:00,2026-01-06 13:44:00
ORD_000264,CUST_8734,pending,199.99,1,2026-01-06 09:59:00,2026-01-06 09:59:00
ORD_000265,CUST_3218,pending,89.99,1,2026-01-06 10:49:00,2026-01-06 10:49:00
ORD_000266,CUST_2314,pending,769.96,4,2026-01-06 14:24:00,2026-01-06 14:24:00
ORD_000267,CUST_7439,pending,699.98,2,2026-01-06 10:34:00,2026-01-06 10:34:00
ORD_000268,CUST_1372,pending,124.98,2,2026-01-06 08:48:00,2026-01-06 08:48:00
ORD_000269,CUST_4762,pending,134.97,3,2026-01-06 14:52:00,2026-01-06 14:52:00
ORD_000270,CUST_2848,pending,199.98,2,2026-01-06 11:59:00,2026-01-06 11:59:00
ORD_000271,CUST_1256,pending,119.99,1,2026-01-06 14:39:00,2026-01-06 14:39:00
ORD_000272,CUST_1797,pending,239.98,2,2026-01-06 08:28:00,2026-01-06 08:28:00
ORD_000273,CUST_4559,pending,84.98,2,2026-01-06 11:34:00,2026-01-06 11:34:00
ORD_000274,CUST_6224,pending,149.99,1,2026-01-06 12:14:00,2026-01-06 12:14:00
ORD_000275,CUST_7775,pending,409.97,3,2026-01-06 16:14:00,2026-01-06 16:14:00
ORD_000276,CUST_3869,pending,249.97,3,2026-01-06 19:58:00,2026-01-06 19:58:00
ORD_000277,CUST_9592,pending,1779.96,4,2026-01-06 14:50:00,2026-01-06 14:50:00
ORD_000278,CUST_9813,pending,439.97,3,2026-01-06 10:48:00,2026-01-06 10:48:00
ORD_000279,CUST_1944,pending,449.96,4,2026-01-06 15:58:00,2026-01-06 15:58:00
ORD_000280,CUST_2295,pending,519.96,4,2026-01-06 11:21:00,2026-01-06 11:21:00
ORD_000281,CUST_1647,pending,1304.96,4,2026-01-06 12:24:00,2026-01-06 12:24:00
ORD_000282,CUST_4555,pending,149.99,1,2026-01-06 20:37:00,2026-01-06 20:37:00
ORD_000283,CUST_4113,pending,889.96,4,2026-01-06 11:59:00,2026-01-06 11:59:00
ORD_000284,CUST_4974,pending,34.99,1,2026-01-06 20:30:00,2026-01-06 20:30:00
ORD_000285,CUST_5637,pending,489.98,2,2026-01-06 13:49:00,2026-01-06 13:49:00
ORD_000286,CUST_2615,pending,1149.96,4,2026-01-06 15:29:00,2026-01-06 15:29:00
ORD_000287,CUST_4625,pending,924.96,4,2026-01-06 08:36:00,2026-01-06 08:36:00
ORD_000288,CUST_7841,pending,1079.98,2,2026-01-06 17:37:00,2026-01-06 17:37:00
ORD_000289,CUST_6530,pending,949.97,3,2026-01-06 11:31:00,2026-01-06 11:31:00
ORD_000290,CUST_8550,pending,119.97,3,2026-01-06 19:31:00,2026-01-06 19:31:00
ORD_000291,CUST_9954,pending,434.98,2,2026-01-06 10:46:00,2026-01-06 10:46:00
ORD_000292,CUST_2217,pending,669.96,4,2026-01-06 16:02:00,2026-01-06 16:02:00
ORD_000293,CUST_4791,pending,34.99,1,2026-01-06 14:08:00,2026-01-06 14:08:00
ORD_000294,CUST_9285,pending,34.99,1,2026-01-06 08:13:00,2026-01-06 08:13:00
ORD_000295,CUST_8993,pending,1299.96,4,2026-01-06 15:42:00,2026-01-06 15:42:00
ORD_000296,CUST_1194,pending,999.99,1,2026-01-06 16:26:00,2026-01-06 16:26:00
ORD_000297,CUST_5697,pending,79.99,1,2026-01-06 12:34:00,2026-01-06 12:34:00
ORD_000298,CUST_8054,pending,79.99,1,2026-01-06 19:43:00,2026-01-06 19:43:00
ORD_000299,CUST_4144,pending,1149.98,2,2026-01-06 10:15:00,2026-01-06 10:15:00
ORD_000300,CUST_8520,pending,609.97,3,2026-01-06 13:25:00,2026-01-06 13:25:00
ORD_000163,CUST_2862,confirmed,1239.97,3,2026-01-04 14:33:00,2026-01-06 19:04:00
ORD_000075,CUST_3851,cancelled,249.98,2,2026-01-02 18:47:00,2026-01-06 10:24:00
ORD_000199,CUST_3504,confirmed,239.98,2,2026-01-04 10:38:00,2026-01-06 18:09:00
ORD_000070,CUST_6139,shipped,149.99,1,2026-01-02 14:22:00,2026-01-06 13:23:00
ORD_000091,CUST_9947,confirmed,739.96,4,2026-01-02 14:34:00,2026-01-06 08:19:00
ORD_000196,CUST_3754,confirmed,1279.96,4,2026-01-04 13:49:00,2026-01-06 20:17:00
ORD_000232,CUST_8657,confirmed,399.99,1,2026-01-05 17:23:00,2026-01-06 09:11:00
ORD_000238,CUST_3050,confirmed,509.97,3,2026-01-05 16:17:00,2026-01-06 16:35:00
ORD_000028,CUST_5342,confirmed,199.98,2,2026-01-01 16:10:00,2026-01-06 09:01:00
ORD_000187,CUST_8972,cancelled,619.96,4,2026-01-04 09:18:00,2026-01-06 16:05:00
ORD_000240,CUST_1674,confirmed,334.98,2,2026-01-05 17:21:00,2026-01-06 20:20:00
ORD_000186,CUST_8957,shipped,89.99,1,2026-01-04 18:27:00,2026-01-06 08:18:00
ORD_000215,CUST_4060,confirmed,149.97,3,2026-01-05 14:21:00,2026-01-06 20:05:00
ORD_000009,CUST_6925,confirmed,79.99,1,2026-01-01 18:39:00,2026-01-06 16:57:00
ORD_000031,CUST_4608,shipped,79.99,1,2026-01-01 11:37:00,2026-01-06 11:36:00
ORD_000120,CUST_4241,shipped,299.99,1,2026-01-03 12:50:00,2026-01-06 18:24:00
ORD_000113,CUST_5978,delivered,149.99,1,2026-01-03 20:36:00,2026-01-06 12:19:00
ORD_000112,CUST_2213,shipped,369.97,3,2026-01-03 14:31:00,2026-01-06 10:04:00
ORD_000160,CUST_5542,confirmed,549.98,2,2026-01-04 17:00:00,2026-01-06 12:26:00
ORD_000140,CUST_9903,delivered,99.98,2,2026-01-03 13:35:00,2026-01-06 20:04:00
ORD_000019,CUST_7916,delivered,2449.96,4,2026-01-01 20:43:00,2026-01-06 11:46:00
ORD_000182,CUST_3324,shipped,199.98,2,2026-01-04 14:04:00,2026-01-06 17:39:00
ORD_000003,CUST_9279,shipped,999.99,1,2026-01-01 11:14:00,2026-01-06 09:08:00
ORD_000200,CUST_9095,shipped,149.99,1,2026-01-04 20:40:00,2026-01-06 14:21:00
ORD_000055,CUST_3546,confirmed,209.98,2,2026-01-02 19:35:00,2026-01-06 14:51:00
ORD_000029,CUST_7537,confirmed,734.96,4,2026-01-01 19:19:00,2026-01-06 15:21:00
ORD_000146,CUST_9742,shipped,119.99,1,2026-01-03 18:54:00,2026-01-06 21:55:00
ORD_000130,CUST_1018,shipped,649.97,3,2026-01-03 16:52:00,2026-01-06 17:08:00
ORD_000184,CUST_2391,confirmed,999.96,4,2026-01-04 17:38:00,2026-01-06 17:44:00
ORD_000221,CUST_8179,confirmed,349.98,2,2026-01-05 17:43:00,2026-01-06 13:11:00
ORD_000100,CUST_4571,confirmed,139.98,2,2026-01-02 09:36:00,2026-01-06 13:18:00
ORD_000250,CUST_6781,confirmed,1479.96,4,2026-01-05 11:37:00,2026-01-06 18:31:00
ORD_000033,CUST_9423,shipped,199.99,1,2026-01-01 13:04:00,2026-01-06 20:15:00
ORD_000154,CUST_6942,shipped,1449.97,3,2026-01-04 11:54:00,2026-01-06 12:52:00
ORD_000014,CUST_4752,shipped,419.98,2,2026-01-01 20:03:00,2026-01-06 13:07:00
ORD_000071,CUST_8144,shipped,859.96,4,2026-01-02 12:02:00,2026-01-06 11:37:00
ORD_000067,CUST_2137,confirmed,1149.98,2,2026-01-02 13:17:00,2026-01-06 10:43:00
ORD_000198,CUST_3419,shipped,599.98,2,2026-01-04 19:52:00,2026-01-06 08:46:00
ORD_000164,CUST_9408,confirmed,49.99,1,2026-01-04 20:23:00,2026-01-06 19:13:00
ORD_000231,CUST_9094,confirmed,239.98,2,2026-01-05 10:15:00,2026-01-06 12:53:00
ORD_000083,CUST_2988,delivered,559.96,4,2026-01-02 16:15:00,2026-01-06 21:54:00
ORD_000015,CUST_2084,delivered,119.99,1,2026-01-01 14:17:00,2026-01-06 14:43:00
ORD_000027,CUST_9727,shipped,34.99,1,2026-01-01 09:48:00,2026-01-06 18:19:00
ORD_000245,CUST_6658,confirmed,549.98,2,2026-01-05 19:20:00,2026-01-06 18:09:00
ORD_000085,CUST_5246,shipped,354.96,4,2026-01-02 15:28:00,2026-01-06 20:24:00
