order_id,customer_id,status,amount,items,created_at,updated_at
ORD_000651,CUST_2253,pending,289.97,3,2026-01-14 08:35:00,2026-01-14 08:35:00
ORD_000652,CUST_7766,pending,79.99,1,2026-01-14 16:27:00,2026-01-14 16:27:00
ORD_000653,CUST_5151,pending,49.99,1,2026-01-14 19:36:00,2026-01-14 19:36:00
ORD_000654,CUST_8583,pending,1169.97,3,2026-01-14 09:47:00,2026-01-14 09:47:00
ORD_000655,CUST_7819,pending,154.98,2,2026-01-14 08:05:00,2026-01-14 08:05:00
ORD_000656,CUST_5342,pending,469.97,3,2026-01-14 15:39:00,2026-01-14 15:39:00
ORD_000657,CUST_5248,pending,469.97,3,2026-01-14 10:05:00,2026-01-14 10:05:00
ORD_000658,CUST_7470,pending,49.99,1,2026-01-14 08:00:00,2026-01-14 08:00:00
ORD_000659,CUST_8539,pending,999.99,1,2026-01-14 18:30:00,2026-01-14 18:30:00
ORD_000660,CUST_6910,pending,669.96,4,2026-01-14 17:52:00,2026-01-14 17:52:00
ORD_000661,CUST_4083,pending,1419.96,4,2026-01-14 08:44:00,2026-01-14 08:44:00
ORD_000662,CUST_4961,pending,89.99,1,2026-01-14 18:09:00,2026-01-14 18:09:00
ORD_000663,CUST_3427,pending,1319.96,4,2026-01-14 20:29:00,2026-01-14 20:29:00
ORD_000664,CUST_8724,pending,434.96,4,2026-01-14 15:31:00,2026-01-14 15:31:00
ORD_000665,CUST_4298,pending,119.99,1,2026-01-14 17:15:00,2026-01-14 17:15:00
ORD_000666,CUST_8074,pending,1199.97,3,2026-01-14 08:06:00,2026-01-14 08:06:00
ORD_000667,CUST_8987,pending,314.96,4,2026-01-14 12:02:00,2026-01-14 12:02:00
ORD_000668,CUST_1994,pending,729.96,4,2026-01-14 15:14:00,2026-01-14 15:14:00
ORD_000669,CUST_2040,pending,49.99,1,2026-01-14 13:35:00,2026-01-14 13:35:00
ORD_000670,CUST_6681,pending,219.97,3,2026-01-14 15:39:00,2026-01-14 15:39:00
ORD_000671,CUST_4802,pending,1539.96,4,2026-01-14 13:28:00,2026-01-14 13:28:00
ORD_000672,CUST_8675,pending,379.98,2,2026-01-14 17:54:00,2026-01-14 17:54:00
ORD_000673,CUST_6902,pending,154.98,2,2026-01-14 14:26:00,2026-01-14 14:26:00
ORD_000674,CUST_8911,pending,544.96,4,2026-01-14 19:05:00,2026-01-14 19:05:00
ORD_000675,CUST_7815,pending,299.98,2,2026-01-14 15:06:00,2026-01-14 15:06:00
ORD_000676,CUST_3598,pending,2489.96,4,2026-01-14 12:22:00,2026-01-14 12:22:00
ORD_000677,CUST_2043,pending,239.98,2,2026-01-14 08:51:00,2026-01-14 08:51:00
ORD_000678,CUST_5224,pending,499.97,3,2026-01-14 11:31:00,2026-01-14 11:31:00
ORD_000679,CUST_3476,pending,104.97,3,2026-01-14 16:17:00,2026-01-14 16:17:00
ORD_000680,CUST_8489,pending,34.99,1,2026-01-14 15:51:00,2026-01-14 15:51:00
ORD_000681,CUST_2669,pending,199.99,1,2026-01-14 20:39:00,2026-01-14 20:39:00
ORD_000682,CUST_2934,pending,79.99,1,2026-01-14 10:40:00,2026-01-14 10:40:00
ORD_000683,CUST_8233,pending,349.98,2,2026-01-14 12:45:00,2026-01-14 12:45:00
ORD_000684,CUST_4307,pending,1734.96,4,2026-01-14 10:07:00,2026-01-14 10:07:00
ORD_000685,CUST_5698,pending,1354.96,4,2026-01-14 15:21:00,2026-01-14 15:21:00
ORD_000686,CUST_6908,pending,1399.98,2,2026-01-14 20:26:00,2026-01-14 20:26:00
ORD_000687,CUST_4738,pending,184.98,2,2026-01-14 14:50:00,2026-01-14 14:50:00
ORD_000688,CUST_8516,pending,169.98,2,2026-01-14 14:57:00,2026-01-14 14:57:00
ORD_000689,CUST_9476,pending,284.97,3,2026-01-14 19:51:00,2026-01-14 19:51:00
ORD_000690,CUST_3692,pending,999.99,1,2026-01-14 13:25:00,2026-01-14 13:25:00
ORD_000691,CUST_9516,pending,1634.96,4,2026-01-14 17:03:00,2026-01-14 17:03:00
ORD_000692,CUST_6139,pending,204.97,3,2026-01-14 12:46:00,2026-01-14 12:46:00
ORD_000693,CUST_7618,pending,1169.97,3,2026-01-14 10:44:00,2026-01-14 10:44:00
ORD_000694,CUST_6656,pending,1019.96,4,2026-01-14 15:44:00,2026-01-14 15:44:00
ORD_000695,CUST_3064,pending,1234.96,4,2026-01-14 14:46:00,2026-01-14 14:46:00
ORD_000696,CUST_3621,pending,569.97,3,2026-01-14 13:48:00,2026-01-14 13:48:00
