order_id,customer_id,status,amount,items,created_at,updated_at
ORD_000301,CUST_4908,pending,579.97,3,2026-01-07 13:07:00,2026-01-07 13:07:00
ORD_000302,CUST_3258,pending,699.97,3,2026-01-07 14:26:00,2026-01-07 14:26:00
ORD_000303,CUST_3733,pending,379.96,4,2026-01-07 10:35:00,2026-01-07 10:35:00
ORD_000304,CUST_8939,pending,659.96,4,2026-01-07 13:00:00,2026-01-07 13:00:00
ORD_000305,CUST_9109,pending,549.98,2,2026-01-07 16:32:00,2026-01-07 16:32:00
ORD_000306,CUST_1505,pending,519.96,4,2026-01-07 09:36:00,2026-01-07 09:36:00
ORD_000307,CUST_3755,pending,179.98,2,2026-01-07 16:18:00,2026-01-07 16:18:00
ORD_000308,CUST_5389,pending,244.96,4,2026-01-07 17:07:00,2026-01-07 17:07:00
ORD_000309,CUST_4580,pending,149.97,3,2026-01-07 15:34:00,2026-01-07 15:34:00
ORD_000310,CUST_5305,pending,394.96,4,2026-01-07 08:28:00,2026-01-07 08:28:00
ORD_000311,CUST_4882,pending,1239.97,3,2026-01-07 09:49:00,2026-01-07 09:49:00
ORD_000312,CUST_8015,pending,199.98,2,2026-01-07 13:55:00,2026-01-07 13:55:00
ORD_000313,CUST_1972,pending,334.98,2,2026-01-07 11:51:00,2026-01-07 11:51:00
ORD_000314,CUST_5740,pending,309.97,3,2026-01-07 19:18:00,2026-01-07 19:18:00
ORD_000315,CUST_7743,pending,479.97,3,2026-01-07 09:08:00,2026-01-07 09:08:00
ORD_000316,CUST_3174,pending,199.99,1,2026-01-07 18:08:00,2026-01-07 18:08:00
ORD_000317,CUST_7434,pending,549.98,2,2026-01-07 11:48:00,2026-01-07 11:48:00
ORD_000318,CUST_2525,pending,1149.96,4,2026-01-07 09:40:00,2026-01-07 09:40:00
ORD_000319,CUST_1040,pending,769.96,4,2026-01-07 15:20:00,2026-01-07 15:20:00
ORD_000320,CUST_6869,pending,34.99,1,2026-01-07 15:40:00,2026-01-07 15:40:00
ORD_000321,CUST_8039,pending,34.99,1,2026-01-07 14:13:00,2026-01-07 14:13:00
ORD_000322,CUST_9967,pending,449.98,2,2026-01-07 12:21:00,2026-01-07 12:21:00
ORD_000323,CUST_1793,pending,129.98,2,2026-01-07 13:57:00,2026-01-07 13:57:00
ORD_000324,CUST_8529,pending,999.99,1,2026-01-07 20:53:00,2026-01-07 20:53:00
ORD_000325,CUST_8479,pending,149.99,1,2026-01-07 10:28:00,2026-01-07 10:28:00
ORD_000326,CUST_3161,pending,199.99,1,2026-01-07 14:12:00,2026-01-07 14:12:00
