order_id,customer_id,status,amount,items,created_at,updated_at
ORD_001401,CUST_3539,pending,329.96,4,2026-01-29 16:49:00,2026-01-29 16:49:00
ORD_001402,CUST_3176,pending,399.99,1,2026-01-29 13:30:00,2026-01-29 13:30:00
ORD_001403,CUST_2467,pending,659.96,4,2026-01-29 11:02:00,2026-01-29 11:02:00
ORD_001404,CUST_4709,pending,424.96,4,2026-01-29 16:41:00,2026-01-29 16:41:00
ORD_001405,CUST_9191,pending,469.96,4,2026-01-29 09:41:00,2026-01-29 09:41:00
ORD_001406,CUST_4442,pending,399.99,1,2026-01-29 10:56:00,2026-01-29 10:56:00
ORD_001407,CUST_4474,pending,159.98,2,2026-01-29 08:45:00,2026-01-29 08:45:00
ORD_001408,CUST_4032,pending,1149.98,2,2026-01-29 09:00:00,2026-01-29 09:00:00
ORD_001409,CUST_9552,pending,1149.98,2,2026-01-29 09:44:00,2026-01-29 09:44:00
ORD_001410,CUST_8878,pending,2449.96,4,2026-01-29 18:38:00,2026-01-29 18:38:00
ORD_001411,CUST_2522,pending,499.96,4,2026-01-29 14:50:00,2026-01-29 14:50:00
ORD_001412,CUST_6231,pending,1154.97,3,2026-01-29 12:59:00,2026-01-29 12:59:00
ORD_001413,CUST_1776,pending,1299.98,2,2026-01-29 16:48:00,2026-01-29 16:48:00
ORD_001414,CUST_6158,pending,239.96,4,2026-01-29 10:12:00,2026-01-29 10:12:00
ORD_001415,CUST_2600,pending,649.97,3,2026-01-29 18:50:00,2026-01-29 18:50:00
ORD_001416,CUST_1276,pending,999.99,1,2026-01-29 19:49:00,2026-01-29 19:49:00
ORD_001417,CUST_7212,pending,719.96,4,2026-01-29 12:21:00,2026-01-29 12:21:00
ORD_001418,CUST_7388,pending,1719.96,4,2026-01-29 14:57:00,2026-01-29 14:57:00
ORD_001419,CUST_2417,pending,1689.96,4,2026-01-29 13:19:00,2026-01-29 13:19:00
ORD_001420,CUST_1025,pending,34.99,1,2026-01-29 11:18:00,2026-01-29 11:18:00
ORD_001421,CUST_8691,pending,729.96,4,2026-01-29 17:17:00,2026-01-29 17:17:00
ORD_001422,CUST_4189,pending,79.99,1,2026-01-29 08:23:00,2026-01-29 08:23:00
ORD_001423,CUST_7639,pending,619.96,4,2026-01-29 19:36:00,2026-01-29 19:36:00
ORD_001424,CUST_4835,pending,449.98,2,2026-01-29 08:33:00,2026-01-29 08:33:00
ORD_001425,CUST_8951,pending,609.96,4,2026-01-29 16:43:00,2026-01-29 16:43:00
ORD_001426,CUST_8024,pending,399.99,1,2026-01-29 13:51:00,2026-01-29 13:51:00
ORD_001427,CUST_7177,pending,519.98,2,2026-01-29 17:29:00,2026-01-29 17:29:00
ORD_001428,CUST_1364,pending,299.99,1,2026-01-29 11:08:00,2026-01-29 11:08:00
ORD_001429,CUST_6873,pending,149.99,1,2026-01-29 19:48:00,2026-01-29 19:48:00
ORD_001430,CUST_1240,pending,619.96,4,2026-01-29 10:24:00,2026-01-29 10:24:00
ORD_001431,CUST_3280,pending,1279.97,3,2026-01-29 17:23:00,2026-01-29 17:23:00
ORD_001432,CUST_9363,pending,34.99,1,2026-01-29 13:21:00,2026-01-29 13:21:00
ORD_001433,CUST_2478,pending,399.97,3,2026-01-29 12:45:00,2026-01-29 12:45:00
ORD_001434,CUST_2222,pending,449.98,2,2026-01-29 10:50:00,2026-01-29 10:50:00
ORD_001435,CUST_3370,pending,79.99,1,2026-01-29 20:53:00,2026-01-29 20:53:00
ORD_001436,CUST_5362,pending,1084.97,3,2026-01-29 10:27:00,2026-01-29 10:27:00
ORD_001437,CUST_9392,pending,449.98,2,2026-01-29 15:21:00,2026-01-29 15:21:00
ORD_001438,CUST_5330,pending,49.99,1,2026-01-29 20:45:00,2026-01-29 20:45:00
ORD_001439,CUST_5811,pending,359.97,3,2026-01-29 13:43:00,2026-01-29 13:43:00
ORD_001440,CUST_3071,pending,569.97,3,2026-01-29 20:32:00,2026-01-29 20:32:00
ORD_001441,CUST_7015,pending,119.99,1,2026-01-29 10:08:00,2026-01-29 10:08:00
ORD_001442,CUST_7542,pending,1189.96,4,2026-01-29 09:40:00,2026-01-29 09:40:00
ORD_001443,CUST_1865,pending,319.98,2,2026-01-29 14:17:00,2026-01-29 14:17:00
ORD_001444,CUST_3669,pending,479.96,4,2026-01-29 10:32:00,2026-01-29 10:32:00
ORD_001445,CUST_8954,pending,329.97,3,2026-01-29 08:05:00,2026-01-29 08:05:00
ORD_001446,CUST_2476,pending,239.98,2,2026-01-29 15:15:00,2026-01-29 15:15:00
ORD_001447,CUST_7113,pending,1199.98,2,2026-01-29 16:59:00,2026-01-29 16:59:00
ORD_001448,CUST_6757,pending,49.99,1,2026-01-29 08:50:00,2026-01-29 08:50:00
ORD_001449,CUST_1016,pending,999.99,1,2026-01-29 17:23:00,2026-01-29 17:23:00
ORD_001450,CUST_2411,pending,239.98,2,2026-01-29 09:52:00,2026-01-29 09:52:00
ORD_001211,CUST_4014,delivered,799.96,4,2026-01-25 13:58:00,2026-01-29 22:49:00
ORD_001107,CUST_6220,confirmed,489.97,3,2026-01-23 09:51:00,2026-01-29 08:31:00
ORD_001271,CUST_9656,confirmed,1244.96,4,2026-01-26 10:23:00,2026-01-29 12:46:00
ORD_000965,CUST_6359,cancelled,129.98,2,2026-01-20 18:30:00,2026-01-29 17:06:00
ORD_000873,CUST_1705,shipped,199.99,1,2026-01-18 08:16:00,2026-01-29 09:05:00
ORD_001237,CUST_6757,shipped,379.98,2,2026-01-25 11:30:00,2026-01-29 15:49:00
ORD_001151,CUST_3536,shipped,1299.98,2,2026-01-24 14:07:00,2026-01-29 14:06:00
ORD_001278,CUST_5512,shipped,159.98,2,2026-01-26 10:53:00,2026-01-29 18:01:00
ORD_000917,CUST_8966,delivered,999.99,1,2026-01-19 14:45:00,2026-01-29 20:18:00
ORD_001346,CUST_2944,confirmed,479.98,2,2026-01-27 17:58:00,2026-01-29 15:43:00
ORD_001053,CUST_5519,delivered,299.99,1,2026-01-22 20:17:00,2026-01-29 18:44:00
ORD_001118,CUST_4064,shipped,334.98,2,2026-01-23 09:12:00,2026-01-29 18:01:00
ORD_001396,CUST_5065,confirmed,49.99,1,2026-01-28 16:41:00,2026-01-29 17:23:00
ORD_000840,CUST_2208,shipped,1384.96,4,2026-01-17 09:42:00,2026-01-29 13:52:00
ORD_001289,CUST_1435,confirmed,999.99,1,2026-01-26 10:13:00,2026-01-29 12:44:00
ORD_000951,CUST_5441,shipped,49.99,1,2026-01-20 12:46:00,2026-01-29 18:11:00
ORD_001273,CUST_5761,confirmed,649.97,3,2026-01-26 20:23:00,2026-01-29 22:05:00
ORD_001358,CUST_5714,confirmed,279.96,4,2026-01-28 09:03:00,2026-01-29 10:28:00
ORD_001210,CUST_6301,confirmed,169.98,2,2026-01-25 14:50:00,2026-01-29 20:50:00
ORD_000772,CUST_7476,delivered,379.98,2,2026-01-16 11:06:00,2026-01-29 13:55:00
ORD_000634,CUST_3100,delivered,1124.97,3,2026-01-13 17:02:00,2026-01-29 08:10:00
ORD_001300,CUST_5816,confirmed,1449.97,3,2026-01-26 08:44:00,2026-01-29 20:51:00
ORD_001169,CUST_6926,confirmed,449.96,4,2026-01-24 20:26:00,2026-01-29 08:05:00
ORD_000971,CUST_3932,shipped,569.96,4,2026-01-20 14:23:00,2026-01-29 13:13:00
ORD_001311,CUST_4211,confirmed,169.98,2,2026-01-27 14:30:00,2026-01-29 22:11:00
ORD_001348,CUST_3554,confirmed,1199.98,2,2026-01-27 08:02:00,2026-01-29 13:51:00
ORD_001209,CUST_7382,confirmed,1399.98,2,2026-01-25 20:16:00,2026-01-29 18:37:00
ORD_001341,CUST_4850,confirmed,1034.98,2,2026-01-27 13:08:00,2026-01-29 18:56:00
ORD_001218,CUST_4222,confirmed,399.97,3,2026-01-25 17:59:00,2026-01-29 08:28:00
ORD_001198,CUST_8966,confirmed,1034.98,2,2026-01-24 12:51:00,2026-01-29 21:31:00
ORD_001394,CUST_2931,cancelled,79.99,1,2026-01-28 11:45:00,2026-01-29 15:45:00
ORD_001056,CUST_7157,confirmed,429.96,4,2026-01-22 19:31:00,2026-01-29 10:29:00
ORD_001345,CUST_5719,shipped,484.97,3,2026-01-27 13:50:00,2026-01-29 08:59:00
ORD_001320,CUST_4213,confirmed,599.98,2,2026-01-27 17:25:00,2026-01-29 19:37:00
ORD_001292,CUST_9148,shipped,699.98,2,2026-01-26 18:44:00,2026-01-29 18:01:00
ORD_001264,CUST_9615,confirmed,34.99,1,2026-01-26 20:40:00,2026-01-29 18:48:00
ORD_001383,CUST_8349,confirmed,414.97,3,2026-01-28 17:32:00,2026-01-29 08:00:00
ORD_001338,CUST_2427,confirmed,89.99,1,2026-01-27 20:50:00,2026-01-29 12:43:00
ORD_001375,CUST_4543,confirmed,684.96,4,2026-01-28 09:09:00,2026-01-29 12:49:00
ORD_001140,CUST_4883,confirmed,314.97,3,2026-01-23 19:37:00,2026-01-29 11:44:00
ORD_001365,CUST_4941,confirmed,719.96,4,2026-01-28 09:33:00,2026-01-29 09:00:00
ORD_001228,CUST_5230,delivered,1499.97,3,2026-01-25 10:59:00,2026-01-29 10:02:00
ORD_001047,CUST_8979,confirmed,34.99,1,2026-01-21 14:44:00,2026-01-29 14:02:00
ORD_001378,CUST_1240,confirmed,199.99,1,2026-01-28 15:51:00,2026-01-29 19:48:00
ORD_001189,CUST_8804,delivered,1249.97,3,2026-01-24 17:06:00,2026-01-29 09:34:00
ORD_001294,CUST_7418,shipped,119.99,1,2026-01-26 18:13:00,2026-01-29 17:58:00
ORD_001023,CUST_8472,cancelled,384.97,3,2026-01-21 11:14:00,2026-01-29 11:41:00
ORD_001360,CUST_8128,confirmed,299.98,2,2026-01-28 08:36:00,2026-01-29 17:39:00
ORD_000972,CUST_4193,delivered,149.99,1,2026-01-20 13:33:00,2026-01-29 16:22:00
ORD_001316,CUST_4890,confirmed,1599.97,3,2026-01-27 18:40:00,2026-01-29 20:15:00
ORD_001369,CUST_5303,confirmed,199.99,1,2026-01-28 08:01:00,2026-01-29 18:36:00
ORD_001295,CUST_2161,confirmed,819.97,3,2026-01-26 09:19:00,2026-01-29 08:23:00
ORD_001122,CUST_2445,delivered,2069.96,4,2026-01-23 19:43:00,2026-01-29 08:03:00
ORD_001374,CUST_7792,confirmed,99.98,2,2026-01-28 09:52:00,2026-01-29 15:36:00
ORD_001328,CUST_6314,confirmed,649.97,3,2026-01-27 12:24:00,2026-01-29 08:41:00
ORD_000966,CUST_7316,cancelled,309.97,3,2026-01-20 14:49:00,2026-01-29 17:27:00
ORD_001361,CUST_8320,confirmed,519.98,2,2026-01-28 18:22:00,2026-01-29 22:52:00
ORD_001385,CUST_7537,confirmed,399.97,3,2026-01-28 09:34:00,2026-01-29 09:34:00
ORD_000864,CUST_9092,delivered,619.96,4,2026-01-18 08:51:00,2026-01-29 15:30:00
ORD_001171,CUST_8369,delivered,1334.97,3,2026-01-24 13:25:00,2026-01-29 20:44:00
ORD_001221,CUST_4651,shipped,789.96,4,2026-01-25 13:53:00,2026-01-29 15:32:00
ORD_000893,CUST_4911,delivered,119.99,1,2026-01-18 17:17:00,2026-01-29 18:08:00
ORD_001072,CUST_7629,confirmed,999.99,1,2026-01-22 17:58:00,2026-01-29 11:42:00
ORD_001232,CUST_5424,delivered,199.99,1,2026-01-25 09:49:00,2026-01-29 21:18:00
ORD_001258,CUST_6658,shipped,2349.96,4,2026-01-26 11:24:00,2026-01-29 19:23:00
ORD_001147,CUST_4083,delivered,649.97,3,2026-01-23 16:12:00,2026-01-29 08:00:00
ORD_001104,CUST_8702,delivered,399.99,1,2026-01-23 11:57:00,2026-01-29 15:24:00
ORD_000949,CUST_6935,delivered,954.96,4,2026-01-19 16:04:00,2026-01-29 21:10:00
ORD_001366,CUST_5358,confirmed,349.98,2,2026-01-28 08:03:00,2026-01-29 08:13:00
ORD_001199,CUST_4965,shipped,999.99,1,2026-01-24 14:14:00,2026-01-29 13:53:00
ORD_001344,CUST_5581,cancelled,394.96,4,2026-01-27 16:21:00,2026-01-29 15:13:00
ORD_001236,CUST_6604,delivered,199.99,1,2026-01-25 10:09:00,2026-01-29 13:16:00
ORD_001277,CUST_7035,delivered,34.99,1,2026-01-26 19:06:00,2026-01-29 14:11:00
ORD_001357,CUST_1695,confirmed,49.99,1,2026-01-28 11:32:00,2026-01-29 15:34:00
ORD_001321,CUST_5040,confirmed,519.98,2,2026-01-27 12:11:00,2026-01-29 17:03:00
ORD_001161,CUST_7770,delivered,329.97,3,2026-01-24 18:11:00,2026-01-29 18:36:00
ORD_001223,CUST_7504,delivered,1369.96,4,2026-01-25 15:15:00,2026-01-29 10:14:00
ORD_001070,CUST_9292,delivered,149.99,1,2026-01-22 17:19:00,2026-01-29 12:21:00
ORD_001268,CUST_2051,confirmed,434.98,2,2026-01-26 16:41:00,2026-01-29 09:00:00
ORD_000928,CUST_1632,shipped,124.98,2,2026-01-19 17:25:00,2026-01-29 08:36:00
ORD_001259,CUST_7188,cancelled,1124.97,3,2026-01-26 10:25:00,2026-01-29 22:57:00
ORD_001184,CUST_9142,shipped,124.98,2,2026-01-24 13:11:00,2026-01-29 18:02:00
ORD_001275,CUST_2386,confirmed,379.97,3,2026-01-26 19:01:00,2026-01-29 08:40:00
ORD_000866,CUST_1076,shipped,169.98,2,2026-01-18 18:50:00,2026-01-29 16:35:00
ORD_001272,CUST_7392,shipped,1524.96,4,2026-01-26 08:52:00,2026-01-29 16:16:00
