order_id,customer_id,status,amount,items,created_at,updated_at
ORD_000901,CUST_4285,pending,1699.96,4,2026-01-19 14:16:00,2026-01-19 14:16:00
ORD_000902,CUST_2021,pending,1209.97,3,2026-01-19 19:21:00,2026-01-19 19:21:00
ORD_000903,CUST_1579,pending,169.98,2,2026-01-19 17:57:00,2026-01-19 17:57:00
ORD_000904,CUST_2320,pending,479.97,3,2026-01-19 17:59:00,2026-01-19 17:59:00
ORD_000905,CUST_6738,pending,2289.96,4,2026-01-19 16:14:00,2026-01-19 16:14:00
ORD_000906,CUST_4214,pending,294.96,4,2026-01-19 08:01:00,2026-01-19 08:01:00
ORD_000907,CUST_3051,pending,1414.96,4,2026-01-19 20:24:00,2026-01-19 20:24:00
ORD_000908,CUST_7024,pending,414.96,4,2026-01-19 17:57:00,2026-01-19 17:57:00
ORD_000909,CUST_1164,pending,1199.97,3,2026-01-19 11:05:00,2026-01-19 11:05:00
ORD_000910,CUST_9785,pending,84.98,2,2026-01-19 20:50:00,2026-01-19 20:50:00
ORD_000911,CUST_5094,pending,199.99,1,2026-01-19 08:55:00,2026-01-19 08:55:00
ORD_000912,CUST_3958,pending,999.99,1,2026-01-19 10:28:00,2026-01-19 10:28:00
ORD_000913,CUST_3125,pending,1699.97,3,2026-01-19 11:18:00,2026-01-19 11:18:00
ORD_000914,CUST_9108,pending,1289.96,4,2026-01-19 16:13:00,2026-01-19 16:13:00
ORD_000915,CUST_5795,pending,289.97,3,2026-01-19 12:23:00,2026-01-19 12:23:00
ORD_000916,CUST_9248,pending,169.98,2,2026-01-19 19:34:00,2026-01-19 19:34:00
ORD_000917,CUST_8966,pending,999.99,1,2026-01-19 14:45:00,2026-01-19 14:45:00
ORD_000918,CUST_5996,pending,1319.97,3,2026-01-19 16:14:00,2026-01-19 16:14:00
ORD_000919,CUST_1587,pending,184.98,2,2026-01-19 20:09:00,2026-01-19 20:09:00
ORD_000920,CUST_1348,pending,599.98,2,2026-01-19 15:07:00,2026-01-19 15:07:00
ORD_000921,CUST_5572,pending,689.96,4,2026-01-19 09:03:00,2026-01-19 09:03:00
ORD_000922,CUST_4021,pending,1569.96,4,2026-01-19 11:24:00,2026-01-19 11:24:00
ORD_000923,CUST_6508,pending,1414.96,4,2026-01-19 08:58:00,2026-01-19 08:58:00
ORD_000924,CUST_8111,pending,234.97,3,2026-01-19 13:46:00,2026-01-19 13:46:00
ORD_000925,CUST_5709,pending,389.96,4,2026-01-19 16:24:00,2026-01-19 16:24:00
ORD_000926,CUST_4903,pending,209.96,4,2026-01-19 14:29:00,2026-01-19 14:29:00
ORD_000927,CUST_2401,pending,289.98,2,2026-01-19 18:17:00,2026-01-19 18:17:00
ORD_000928,CUST_1632,pending,124.98,2,2026-01-19 17:25:00,2026-01-19 17:25:00
ORD_000929,CUST_1202,pending,734.97,3,2026-01-19 20:49:00,2026-01-19 20:49:00
ORD_000930,CUST_5333,pending,399.99,1,2026-01-19 18:20:00,2026-01-19 18:20:00
ORD_000931,CUST_1606,pending,1049.98,2,2026-01-19 08:29:00,2026-01-19 08:29:00
ORD_000932,CUST_2303,pending,259.97,3,2026-01-19 08:37:00,2026-01-19 08:37:00
ORD_000933,CUST_5227,pending,399.97,3,2026-01-19 15:11:00,2026-01-19 15:11:00
ORD_000934,CUST_1812,pending,229.97,3,2026-01-19 10:09:00,2026-01-19 10:09:00
ORD_000935,CUST_8214,pending,1149.98,2,2026-01-19 18:32:00,2026-01-19 18:32:00
ORD_000936,CUST_5217,pending,2034.97,3,2026-01-19 19:16:00,2026-01-19 19:16:00
ORD_000937,CUST_1732,pending,299.99,1,2026-01-19 13:34:00,2026-01-19 13:34:00
ORD_000938,CUST_9372,pending,1399.98,2,2026-01-19 15:07:00,2026-01-19 15:07:00
ORD_000939,CUST_7084,pending,89.99,1,2026-01-19 13:36:00,2026-01-19 13:36:00
ORD_000940,CUST_6902,pending,2139.96,4,2026-01-19 17:50:00,2026-01-19 17:50:00
ORD_000941,CUST_1510,pending,719.97,3,2026-01-19 12:39:00,2026-01-19 12:39:00
ORD_000942,CUST_1418,pending,489.98,2,2026-01-19 10:58:00,2026-01-19 10:58:00
ORD_000943,CUST_9368,pending,299.99,1,2026-01-19 20:20:00,2026-01-19 20:20:00
ORD_000944,CUST_3458,pending,679.97,3,2026-01-19 18:46:00,2026-01-19 18:46:00
ORD_000945,CUST_9249,pending,734.96,4,2026-01-19 11:36:00,2026-01-19 11:36:00
ORD_000946,CUST_9592,pending,384.96,4,2026-01-19 17:30:00,2026-01-19 17:30:00
ORD_000947,CUST_6930,pending,829.96,4,2026-01-19 13:15:00,2026-01-19 13:15:00
ORD_000948,CUST_4949,pending,84.98,2,2026-01-19 09:44:00,2026-01-19 09:44:00
