order_id,customer_id,status,amount,items,created_at,updated_at
ORD_001301,CUST_2718,pending,34.99,1,2026-01-27 16:28:00,2026-01-27 16:28:00
ORD_001302,CUST_3854,pending,1199.97,3,2026-01-27 18:49:00,2026-01-27 18:49:00
ORD_001303,CUST_7519,pending,199.99,1,2026-01-27 10:20:00,2026-01-27 10:20:00
ORD_001304,CUST_4853,pending,394.96,4,2026-01-27 18:17:00,2026-01-27 18:17:00
ORD_001305,CUST_1619,pending,534.96,4,2026-01-27 10:08:00,2026-01-27 10:08:00
ORD_001306,CUST_9884,pending,534.97,3,2026-01-27 11:42:00,2026-01-27 11:42:00
ORD_001307,CUST_3129,pending,659.96,4,2026-01-27 12:41:00,2026-01-27 12:41:00
ORD_001308,CUST_2081,pending,554.97,3,2026-01-27 16:35:00,2026-01-27 16:35:00
ORD_001309,CUST_9940,pending,89.99,1,2026-01-27 15:40:00,2026-01-27 15:40:00
ORD_001310,CUST_3933,pending,1534.96,4,2026-01-27 09:22:00,2026-01-27 09:22:00
ORD_001311,CUST_4211,pending,169.98,2,2026-01-27 14:30:00,2026-01-27 14:30:00
ORD_001312,CUST_2277,pending,1299.98,2,2026-01-27 12:24:00,2026-01-27 12:24:00
ORD_001313,CUST_9108,pending,34.99,1,2026-01-27 18:29:00,2026-01-27 18:29:00
ORD_001314,CUST_3521,pending,1049.96,4,2026-01-27 16:31:00,2026-01-27 16:31:00
ORD_001315,CUST_1625,pending,479.98,2,2026-01-27 15:47:00,2026-01-27 15:47:00
ORD_001316,CUST_4890,pending,1599.97,3,2026-01-27 18:40:00,2026-01-27 18:40:00
ORD_001317,CUST_7392,pending,2089.97,3,2026-01-27 13:48:00,2026-01-27 13:48:00
ORD_001318,CUST_3751,pending,1484.96,4,2026-01-27 18:07:00,2026-01-27 18:07:00
ORD_001319,CUST_5115,pending,304.97,3,2026-01-27 13:17:00,2026-01-27 13:17:00
ORD_001320,CUST_4213,pending,599.98,2,2026-01-27 17:25:00,2026-01-27 17:25:00
ORD_001321,CUST_5040,pending,519.98,2,2026-01-27 12:11:00,2026-01-27 12:11:00
ORD_001322,CUST_7412,pending,334.98,2,2026-01-27 12:50:00,2026-01-27 12:50:00
ORD_001323,CUST_2689,pending,269.98,2,2026-01-27 17:59:00,2026-01-27 17:59:00
ORD_001324,CUST_9733,pending,439.97,3,2026-01-27 13:11:00,2026-01-27 13:11:00
ORD_001325,CUST_3747,pending,384.97,3,2026-01-27 13:24:00,2026-01-27 13:24:00
ORD_001326,CUST_6625,pending,129.98,2,2026-01-27 19:14:00,2026-01-27 19:14:00
ORD_001327,CUST_7409,pending,469.97,3,2026-01-27 09:35:00,2026-01-27 09:35:00
