order_id,customer_id,status,amount,items,created_at,updated_at
ORD_000151,CUST_4846,pending,2349.96,4,2026-01-04 09:06:00,2026-01-04 09:06:00
ORD_000152,CUST_9850,pending,799.98,2,2026-01-04 19:44:00,2026-01-04 19:44:00
ORD_000153,CUST_7686,pending,534.96,4,2026-01-04 15:39:00,2026-01-04 15:39:00
ORD_000154,CUST_6942,pending,1449.97,3,2026-01-04 11:54:00,2026-01-04 11:54:00
ORD_000155,CUST_6876,pending,199.99,1,2026-01-04 13:34:00,2026-01-04 13:34:00
ORD_000156,CUST_8450,pending,399.99,1,2026-01-04 11:07:00,2026-01-04 11:07:00
ORD_000157,CUST_1349,pending,299.99,1,2026-01-04 18:40:00,2026-01-04 18:40:00
ORD_000158,CUST_4362,pending,34.99,1,2026-01-04 11:08:00,2026-01-04 11:08:00
ORD_000159,CUST_4538,pending,119.99,1,2026-01-04 16:13:00,2026-01-04 16:13:00
ORD_000160,CUST_5542,pending,549.98,2,2026-01-04 17:00:00,2026-01-04 17:00:00
ORD_000161,CUST_2801,pending,279.98,2,2026-01-04 20:11:00,2026-01-04 20:11:00
ORD_000162,CUST_4898,pending,149.99,1,2026-01-04 13:50:00,2026-01-04 13:50:00
ORD_000163,CUST_2862,pending,1239.97,3,2026-01-04 14:33:00,2026-01-04 14:33:00
ORD_000164,CUST_9408,pending,49.99,1,2026-01-04 20:23:00,2026-01-04 20:23:00
ORD_000165,CUST_1710,pending,49.99,1,2026-01-04 11:39:00,2026-01-04 11:39:00
ORD_000166,CUST_7580,pending,1249.97,3,2026-01-04 15:54:00,2026-01-04 15:54:00
ORD_000167,CUST_3430,pending,1549.96,4,2026-01-04 09:20:00,2026-01-04 09:20:00
ORD_000168,CUST_9984,pending,149.99,1,2026-01-04 17:40:00,2026-01-04 17:40:00
ORD_000169,CUST_8048,pending,569.97,3,2026-01-04 16:38:00,2026-01-04 16:38:00
ORD_000170,CUST_4522,pending,34.99,1,2026-01-04 09:54:00,2026-01-04 09:54:00
ORD_000171,CUST_2557,pending,589.96,4,2026-01-04 14:46:00,2026-01-04 14:46:00
ORD_000172,CUST_8770,pending,749.97,3,2026-01-04 10:43:00,2026-01-04 10:43:00
ORD_000173,CUST_8075,pending,999.99,1,2026-01-04 09:05:00,2026-01-04 09:05:00
ORD_000174,CUST_3131,pending,34.99,1,2026-01-04 13:51:00,2026-01-04 13:51:00
ORD_000175,CUST_6400,pending,79.99,1,2026-01-04 16:35:00,2026-01-04 16:35:00
ORD_000176,CUST_7929,pending,49.99,1,2026-01-04 18:48:00,2026-01-04 18:48:00
ORD_000177,CUST_6761,pending,199.99,1,2026-01-04 17:19:00,2026-01-04 17:19:00
ORD_000178,CUST_8900,pending,79.99,1,2026-01-04 11:09:00,2026-01-04 11:09:00
ORD_000179,CUST_2882,pending,519.98,2,2026-01-04 16:23:00,2026-01-04 16:23:00
ORD_000180,CUST_1430,pending,319.97,3,2026-01-04 20:52:00,2026-01-04 20:52:00
ORD_000181,CUST_1100,pending,1124.97,3,2026-01-04 13:22:00,2026-01-04 13:22:00
ORD_000182,CUST_3324,pending,199.98,2,2026-01-04 14:04:00,2026-01-04 14:04:00
ORD_000183,CUST_7163,pending,999.99,1,2026-01-04 16:13:00,2026-01-04 16:13:00
ORD_000184,CUST_2391,pending,999.96,4,2026-01-04 17:38:00,2026-01-04 17:38:00
ORD_000185,CUST_1815,pending,149.99,1,2026-01-04 20:39:00,2026-01-04 20:39:00
ORD_000186,CUST_8957,pending,89.99,1,2026-01-04 18:27:00,2026-01-04 18:27:00
ORD_000187,CUST_8972,pending,619.96,4,2026-01-04 09:18:00,2026-01-04 09:18:00
ORD_000188,CUST_5938,pending,1479.97,3,2026-01-04 08:13:00,2026-01-04 08:13:00
ORD_000189,CUST_2965,pending,69.98,2,2026-01-04 12:20:00,2026-01-04 12:20:00
ORD_000190,CUST_3116,pending,49.99,1,2026-01-04 14:11:00,2026-01-04 14:11:00
ORD_000191,CUST_7505,pending,549.96,4,2026-01-04 13:04:00,2026-01-04 13:04:00
ORD_000192,CUST_2275,pending,49.99,1,2026-01-04 15:58:00,2026-01-04 15:58:00
